帖子发布日期,平台,标题,标签,一句话描述,推荐度,判断理由,链接,用户备注
2026-06-24,PC,骑士团战 Knights of Braveland,合作横版动作；随机事件；城堡重建,这是一款带故事生成机制的合作横版闯关游戏，每次任务会从大量事件中生成冒险，并能在出发前重建城堡。,3,随机事件、隐藏小路和城堡重建给了它一点任务推进与轻经营的趣味，不至于只有打怪，但核心仍是横版动作闯关和首领战，故事与生活感都比较轻。,https://www.gamer520.com/53002.html,
2026-06-23,Switch,女子防卫队2 崛起学院 Girls Force 2 Rising Academy,第三人称射击;动作;二次元,第三人称射击游戏，两位女子特工以卡通渲染风格执行高风险任务,1,TPS射击晕3D不玩且二次元卖肉卖点明显,https://www.gamer520.com/116495.html,
2026-06-23,Switch,始于谎言的夏日恋情 Girls of The Tower,视觉小说;百合;恋爱;青春,百合视觉小说，讲述夏日、恋爱以及青春的校园百合恋爱故事,1,二次元恋爱卖点明确,https://www.gamer520.com/116491.html,
2026-06-23,Switch,東方紅輝心 Touhou Scarlet Curiosity,动作;角色扮演;弹幕;东方Project,东方Project二次创作3D弹幕动作RPG，操作角色打爆敌人,2,核心为动作战斗打怪刷刷刷提升装备,https://www.gamer520.com/116485.html,
2026-06-23,PC,圣火守望者 共筑防线,类幸存者;塔防;动作,类幸存者玩法，快节奏塔防防守，满屏怪物潮,1,典型的类幸存者游戏，纯战斗堆怪海,https://www.gamer520.com/116482.html,
2026-06-23,PC,释厄传,卡牌战斗;Roguelike,后西游都市怪谈题材的牌组构建式Roguelike，用卡牌和法宝构筑流派,2,核心玩法为卡牌构筑战斗，属于传统卡牌战斗类型,https://www.gamer520.com/116479.html,
2026-06-23,PC,挂机破坏神,挂机放置;刷刷刷,类暗黑挂机刷宝游戏，通过挂机自动获取装备和资源,1,纯挂机放置+刷刷刷游戏，直接命中不喜欢的类型,https://www.gamer520.com/116476.html,
2026-06-23,PC,黑帆王座,类幸存者;纯战斗,堆叠武器和模块让战舰战力无限膨胀的类幸存者风格游戏,2,核心为类幸存者/自动战斗类型,https://www.gamer520.com/116473.html,
2026-06-23,PC,森灵旅社,模拟经营;RPG;治愈系;像素风;叙事驱动,治愈系动物旅社经营RPG，像素风田园生活，经营旅社、照料动物、揭开村庄秘密,5,治愈系模拟经营RPG，高度契合生活气息、氛围、叙事驱动、探索任务、经营策略,https://www.gamer520.com/116458.html,
2026-06-23,PC,符文之骰,策略;骰子构筑;独立,投掷骰子触发魔法连锁的战术构筑游戏，融合物理碰撞与骰子升级机制,4,骰子物理融合连锁机制形式新颖，8个职业丰富策略选择，明确美术风格,https://www.gamer520.com/113906.html,
2026-06-23,PC,索拉斯塔2,角色扮演;策略;回合制战术;D&D,基于D&D5.2规则的回合制战术角色扮演游戏，组建小队探索大陆,4,叙事驱动、小队人文关系、策略战术选择丰富、有探索任务和D&D桌游氛围,https://www.gamer520.com/110191.html,
2026-06-23,PC,零～红蝶～REMAKE,叙事驱动;氛围;探索;人文关系;美术风格,日式恐怖冒险游戏，双胞胎姐妹在怨灵徘徊的废村中探索求生,5,极强氛围营造、叙事驱动、探索为核心、双胞胎姐妹情感关系深刻,https://www.gamer520.com/110139.html,
2026-06-23,PC,疫区岛,动作;冒险;生存;开放世界;恐怖,开放世界沙盒恐怖生存游戏，在疫情爆发的小岛上求生、建造、探索真相,3,有探索任务、生存建造和氛围感，但可能存在FPS视角风险和刷刷刷要素,https://www.gamer520.com/102626.html,
2026-06-23,PC,地平线 零之曙光 重制版,叙事驱动;氛围;探索;体验引擎;人文关系;美术风格,开放世界动作角色扮演游戏，扮演机器猎人埃洛伊探索失落文明遗迹，追寻身世真相,5,强叙事驱动、优秀的世界氛围与探索体验，明确美术风格和丰富的人文关系,https://www.gamer520.com/84250.html,
2026-06-23,PC,围攻,独立;模拟;物理建造;沙盒,物理引擎驱动的战争机器建造游戏，自由组装模块摧毁关卡目标,3,创意物理建造形式新颖，策略性设计选择，但偏模拟/沙盒类,https://www.gamer520.com/72958.html,
2026-06-23,PC,深岩银河 幸存者,类幸存者;俯视角射击,单人幸存者类游戏，自动射击虫群、挖掘财宝、升级装备,1,明确属于类幸存者类型，纯战斗波次生存,https://www.gamer520.com/72416.html,
2026-06-23,PC,怪物猎人崛起 曙光,动作;狩猎;开放世界,在大型开放世界中狩猎怪物，收集素材打造装备的动作狩猎游戏,2,核心是刷怪物素材→做装备→打更强怪的grind循环,https://www.gamer520.com/52015.html,
2026-06-23,PC,信长之野望 新生 威力加强版,策略;经营;历史模拟,历史模拟策略游戏，与个性鲜明的家臣君臣一体推动战国历史,5,深度策略经营计算，丰富武将人际关系系统，历史叙事驱动,https://www.gamer520.com/39076.html,
2026-06-22,PC,异世界旅行日记 SlackOffDiary,放置;经营;RPG;休闲,可贴在桌面的异世界放置经营游戏，带轻度RPG战斗,2,核心机制为放置挂机，与偏好中挂机/放置为明确雷点冲突,https://www.gamer520.com/116423.html,
2026-06-22,PC,白荣大学 0号馆,叙事驱动;氛围;探索和任务;体验引擎;人文和关系,以日本大学为舞台的废墟探索恐怖冒险游戏，注重剧情体验与氛围感,5,明确叙事驱动、氛围感强、探索和任务核心，无战斗堆数值、无反应操作,https://www.gamer520.com/116410.html,
2026-06-22,PC,穹海双星 Second Stellar,类幸存者;纯反应动作,双角色动作Roguelite类幸存者游戏，同时操控两名角色突破重围,1,明确标注为类幸存者游戏，是不喜欢类别；同时需要纯反应操作,https://www.gamer520.com/116404.html,
2026-06-22,PC,格林威尔,休闲;独立;策略;城市建造,温馨的单人城市建造游戏，管理MMO风格小镇,3,生活气息和氛围感强，城市建造有策略选择符合喜好；内含放置机制是减分项,https://www.gamer520.com/116401.html,
2026-06-22,PC,海边宝藏小铺,生活气息;氛围;casual;探索;经营,沙滩寻宝、修复文物、经营小铺的治愈系慢生活游戏,5,强烈符合生活气息、氛围、casual但不空、探索寻宝、经营计算，完美匹配多个喜欢项,https://www.gamer520.com/116398.html,
2026-06-22,PC,千层登塔,休闲;独立;策略,东方像素风格登塔游戏，召唤角色自动战斗，点击操控+法门树策略成长,2,包含挂机自动战斗/放置成长，虽含策略选择但核心loop为挂机放置驱动,https://www.gamer520.com/116164.html,
2026-06-22,PC,城门血战,动作;独立;策略,Rogue动作塔防游戏，选择英雄构建防线抵抗魔族大军,3,塔防策略有策略选择，但动作战斗部分有操作门槛，可尝试策略层面,https://www.gamer520.com/116160.html,
2026-06-22,PC,月之魔印 Moonsigil Atlas,新颖的形式;策略选择,无能量限制的卡组构筑肉鸽游戏，利用物理空间拼接卡牌出牌,3,新颖的空间出牌机制和策略构筑是亮点，但核心仍为卡牌构筑战斗,https://www.gamer520.com/114486.html,
2026-06-22,PC,元素 重铸,策略选择和经营计算;探索;叙事驱动;新颖的形式,史诗级回合制奇幻4X策略游戏，领导文明、探索世界、研究科技、战术战斗,5,深度策略选择、经营计算、探索和叙事驱动完美命中喜欢项,https://www.gamer520.com/111999.html,
2026-06-22,PC,骷髅成群,动作;冒险;休闲,化身飞天骷髅死灵法师，通过自走棋构筑骷髅大军探索程序生成地城,3,自走棋策略构筑有深度，非纯反应操作，但以战斗为主且缺乏叙事和人文内容,https://www.gamer520.com/111669.html,
2026-06-22,PC,双点博物馆 馆长典藏版,模拟;策略;休闲;经营,设计管理博物馆、展示文物、满足访客的趣味经营模拟,5,完美契合策略经营和生活气息喜好，轻松幽默不空洞，双点工作室一贯高质量,https://www.gamer520.com/111030.html,
2026-06-22,PC,覆巢之地,策略选择和经营计算;探索;人文和关系,残酷中世纪RPG，融合村庄建设、社会管理、资源收集与生存探索,4,策略经营计算、探索、人文关系均符合喜欢，核心是经营管理和选择驱动,https://www.gamer520.com/109425.html,
2026-06-22,PC,尸姬之梦,冒险;独立;策略,卡牌策略构筑游戏，扮演苏醒的尸姬大人以傀儡为军队、亡魂为资源，通过卡牌战斗征服世界,2,核心为卡牌战斗（传统回合制/卡牌战斗），且角色主题偏二次元画风不符合偏好,https://www.gamer520.com/105037.html,
2026-06-22,PC,琉隐无界 Liuyins World,动作;冒险;角色扮演,3D赛博玄幻箱庭关卡多结局动作角色扮演游戏，以进攻为核心的战斗系统,2,核心为动作战斗，鼓励进攻+格挡闪避的箱庭关卡设计，不符合偏好,https://www.gamer520.com/99800.html,
2026-06-22,PC,机动战队VS,动作;格斗,机甲格斗对战游戏，操控机体使用多种武装与对手竞技,1,纯格斗游戏，完全依赖反应速度和操作技巧，属于纯反应动作/操作挑战,https://www.gamer520.com/91630.html,
2026-06-22,PC,大宋英雄传,冒险;独立;角色扮演;策略;抢先体验,以宋朝为背景的策略武侠游戏，技能搭配组合多分支剧情选择,1,武侠主题明确被排除，虽含策略元素但题材完全不匹配,https://www.gamer520.com/90988.html,
2026-06-22,PC,平安古都物语 Heian City Story,模拟;策略;休闲;经营,开罗风格的平安时代都城经营模拟游戏，建造设施发展城镇,4,生活气息浓厚，策略经营计算有深度，casual不空洞,https://www.gamer520.com/89988.html,
2026-06-22,PC,无尽爱丽丝,Roguelite;RPG,Roguelite随机地牢冒险，单人/多人合作战斗收集强化要素,2,纯战斗收集型Roguelite，缺乏叙事驱动和明确美术风格，以刷刷刷强化为核心,https://www.gamer520.com/87402.html,
2026-06-22,PC,架空地图模拟器,独立;模拟;策略;抢先体验,创建幻想地图，以上帝视角观察世界数百年的政治、外交与战争演变,2,核心为沙盒模拟观察，缺乏叙事驱动和明确任务目标，偏被动观看，属于纯模拟器类型,https://www.gamer520.com/81733.html,
2026-06-22,PC,太阳帝国2,模拟;策略;4X;RTS;太空,史诗级太空4X即时策略游戏，多文明多路线征服银河,3,策略深度极高，经营外交科技等元素丰富；但偏重战斗扩张和数值对抗,https://www.gamer520.com/80965.html,
2026-06-22,PC,圣兽之王,模拟RPG;策略;叙事驱动,身为亡国王子率军解放世界，招募60+伙伴的模拟RPG,4,VANILLAWARE独特美术风格出众，叙事驱动且探索和招募伙伴要素丰富，战斗偏策略规划,https://www.gamer520.com/73816.html,
2026-06-22,PC,无感染区 支持者版,动作;独立;模拟;策略;抢先体验,在全球真实城市地图上建设安全区，管理幸存者聚居地并抵御感染者,4,策略经营和资源管理要素丰富，真实地理数据带来新颖体验，基地建设与外交贸易有深度,https://www.gamer520.com/69323.html,
2026-06-22,PC,铁骑少女,射击;Roguelike;机甲;恋爱养成,射击游戏，带领少女机兵作战，roguelike战斗+恋爱养成要素,1,FPS射击含二次元恋爱约会要素，双重排除,https://www.gamer520.com/66494.html,
2026-06-20,PC,禁忌长生 低语修真,冒险;独立;角色扮演;策略;抢先体验;修仙;幸存者,水墨风格修仙幸存者肉鸽游戏，融合克苏鲁元素，战斗修炼求生,1,涉及多重明确不喜欢的类型：修仙/武侠、类幸存者、刷刷刷战斗堆数值,https://www.gamer520.com/116269.html,
2026-06-20,PC,感谢你的投递,独立;角色扮演;模拟;叙事驱动,剧情驱动的面试模拟游戏，扮演面试官审阅简历，多结局职场黑色幽默叙事,5,完美匹配喜好：叙事驱动、新颖形式(面试模拟)、档案审阅(体验引擎)、人文关系、策略选择、多结局,https://www.gamer520.com/116250.html,
2026-06-20,PC,马赛利亚 往日的绝响,冒险;独立;银河恶魔城;探索,3D类银河恶魔城游戏，探索广阔互联世界，解锁能力揭开失落文明的秘密,3,探索和氛围是强项，但类银河恶魔城的动作操作和战斗可能存在反应挑战,https://www.gamer520.com/116246.html,
2026-06-20,PC,冒险家艾略特的千年奇谭,动作;冒险;角色扮演;HD-2D,HD-2D风格的像素×3DCG动作RPG，讲述冒险家艾略特的千年传说,3,明确的美术风格(HD-2D)和冒险题材值得一试，但动作RPG的战斗模式可能存在反应操作挑战,https://www.gamer520.com/116107.html,
2026-06-20,PC,环形帝国2,休闲;独立;策略;RTS,快节奏环形地图RTS，征服圆环、收集资源、组建军队的策略游戏,3,策略选择和资源经营符合喜好，但RTS的实时操作要求可能存在反应挑战,https://www.gamer520.com/107670.html,
2026-06-20,PC,云族裔 inZOI,冒险;休闲;模拟;生活模拟,虚幻引擎5打造的高自由度生活模拟游戏，创造角色、建造房屋、体验人生故事,4,强大的生活气息和人文关系体验，自由创作与叙事结合，符合生活气息、人文关系、探索等多项喜好,https://www.gamer520.com/90477.html,
2026-06-19,Switch,异形战机 维度3 R-Type Dimensions III,射击;街机,经典横版卷轴射击游戏高清重制，驾驶战机对抗拜多帝国,1,纯反应操作的弹幕射击游戏，完全依赖操作技巧和反应速度,https://www.gamer520.com/116278.html,
2026-06-19,Switch,街头篮球 Street Basketball,体育;街机;多人,选择角色进行投篮对战的街机篮球游戏,2,体育类操作游戏，核心是投篮操作和数据提升，缺乏叙事和氛围要素,https://www.gamer520.com/116276.html,
2026-06-19,PC,我独自升级 起立·觉醒,动作角色扮演;漫改;单人升级;暗影君王;协作战斗,热门网漫改编动作RPG，扮演程肖宇觉醒为暗影君王，包含强力动作战斗和4人协作组团战,2,核心为纯战斗堆数值和刷刷刷升级的力量幻想，缺乏叙事驱动/氛围/生活气息/经营策略等喜好要素,https://www.gamer520.com/116138.html,
2026-06-19,PC,刺客信条 影,动作冒险;开放世界;日本战国;潜行;忍者;武士;叙事驱动,在日本战国背景下扮演忍者刺客与传奇武士，在美丽开放世界中探索的史诗动作冒险故事,4,叙事驱动、开放世界探索、浓厚战国氛围、潜行+任务系统，注重剧情和历史沉浸,https://www.gamer520.com/109508.html,
2026-06-19,Switch,最终幻想战略版 伊瓦利斯编年史,策略;RPG,经典战术RPG重制版，深度职业系统和3D地图策略战斗，体验伊瓦利斯世界的政治史诗,5,顶级叙事驱动，伊瓦利斯世界氛围浓厚且美术风格明确，深度策略职业搭配和战术布局，丰富的人文关系和政治戏剧刻画,https://www.gamer520.com/100625.html,
2026-06-19,PC,泰坦之旅2,动作角色扮演;神话探索;专精组合;手造战役;希腊神话,希腊神话ARPG，注重探索和手造战役体验，结合两种专精自由组合职业,3,有探索驱动、神话氛围、城镇生活气息、专精组合策略等喜好元素，但核心仍是动作战斗+刷装备的ARPG循环,https://www.gamer520.com/97218.html,
2026-06-18,Switch,地牢破坏者 DUNGEON RAZE,动作;破坏;数值;刷刷刷,以破坏地牢墙壁和敌人为核心的数值成长爽游,1,纯战斗数值膨胀和刷刷刷，缺乏策略深度和叙事,https://www.gamer520.com/116091.html,
2026-06-18,Switch,表情包战场 夏日假期 Emoji Battlefield Sky Massacre,FPS;Roguelite;表情包;射击,第一人称射击表情包怪物的Roguelite游戏,1,第一人称射击(晕3D)且带有类幸存者要素,https://www.gamer520.com/116089.html,
2026-06-18,Switch,幻像之龙 Dragon Of Illusion,动作;平台;冒险;Boss战,拯救公主击败幻象之龙的2D动作平台游戏,2,传统动作平台游戏，核心是操作挑战和Boss战，缺乏叙事深度,https://www.gamer520.com/116085.html,
2026-06-18,PC,别让猛鬼靠近我,休闲;独立;策略;肉鸽;塔防;生存射击,轻度肉鸽生存射击塔防游戏，在丧尸猛鬼末日中防守基地，每局5分钟,2,类幸存者玩法（Roguelite生存射击塔防），属于明确不喜欢的类型,https://www.gamer520.com/116060.html,
2026-06-18,PC,异能小猪,休闲;独立;角色扮演;模拟;互动影游;末日,末日题材互动影游，化身粉色小猪觉醒吞噬异能，分支选择影响剧情走向,3,叙事驱动且有多分支选择，末日生存题材，但题材风格较奇特且可能质量参差，可以一试,https://www.gamer520.com/116056.html,
2026-06-18,PC,军火修仙,休闲;独立;角色扮演;模拟;互动影游;修仙;真人影像,修仙题材真人互动影游，穿越修真界用军火系统碾压传统修仙,1,修仙题材+真人影像互动影游，两者均属于明确不喜欢的类型,https://www.gamer520.com/116053.html,
2026-06-18,PC,诡村遗墓,叙事驱动;氛围;互动影游;探索和任务;选择分支;人文和关系;新颖形式,沉浸式真人互动影游，化身快递小哥重返诡异古村，在关键剧情节点做出抉择，解锁多重分支剧情与不同结局，揭开商纣王人皇遗墓的惊天秘密。,5,叙事驱动核心，诡异古村氛围浓厚，选择分支剧情完整，融合探索解谜与人文关系，真人实景互动形式新颖，契合偏好。,https://www.gamer520.com/116048.html,
2026-06-18,PC,玄尘遗卷,武侠;修真;角色扮演;模拟经营;开放世界,武侠修真开放世界RPG，融合模拟经营与世代传承玩法,1,修仙/武侠题材，属于明确不喜欢的类型范畴,https://www.gamer520.com/115999.html,
2026-06-18,PC,失落国度 死境求生,类幸存者;刷刷刷;纯战斗,在线合作生存自动射击游戏，与成群敌人战斗，融合技能树和升级，程序化生成地图和敌潮。,1,典型的类幸存者游戏，自动射击+一波波敌人+程序化生成，核心是纯战斗堆数值和刷刷刷，与偏好完全冲突。,https://www.gamer520.com/113168.html,
2026-06-18,PC,哥布林维克 窃贼大亨,策略选择;经营计算;探索和任务;生活气息;新颖形式;氛围;体验引擎,融合潜行盗窃与店铺经营的2D横版游戏，夜晚潜入地宫盗宝，白天Roll点吹嘘高价卖货，招募雇员扩张店铺，从负债哥布林逆袭成黑金大亨。,5,潜行盗窃+经营模拟的双循环新颖融合极具创意，背包格子管理/Roll点卖货/天赋树等体验引擎丰富，生活气息浓郁，策略选择与经营计算贯穿始终。,https://www.gamer520.com/112741.html,
2026-06-18,PC,狩魔之旅 万界仙踪,修仙;挂机放置;刷刷刷;二次元恋爱;传统回合制,像素风修仙回合制RPG，招募20位女性伙伴，挂机放置无限刷宝，14重修仙境界与转生系统，道侣双修与宗门经营。,1,同时踩中修仙/挂机放置/刷刷刷/二次元恋爱卖点/传统回合制战斗等多个雷区，与偏好完全相悖。,https://www.gamer520.com/112323.html,
2026-06-18,PC,丹墨三国 弈,策略选择;战棋;经营计算;人文和关系;明确美术风格;新颖形式,以三国为背景融合传统棋类思维与沙盘战棋的策略游戏，调度200+将领，运用兵种克制与地形优势夺取城池，无需手速纯拼智谋。,4,纯策略战棋，无需手速不靠爆肝，有兵力/地形/将领协同的经营计算深度，融合棋类思维形式新颖，美术风格明确。,https://www.gamer520.com/105854.html,
2026-06-18,PC,深入矩阵,卡牌构筑;策略选择;资源管理;叙事驱动;氛围;探索和任务;明确美术风格,赛博朋克牌组构建游戏，扮演黑客构建程序卡组，探索危险的赛博空间，管理资源解锁特长，对抗邪恶大企业。,4,卡牌构筑作为体验引擎而非传统卡牌战斗，搭配赛博空间地图探索、资源管理、叙事驱动和明确赛博朋克美术风格，有策略深度。,https://www.gamer520.com/102052.html,
2026-06-18,PC/Switch,闪电十一人 英雄们的胜利之路,角色扮演;体育;收集;育成;足球,超次元足球RPG，收集培育5400+球员，体验全新剧情与线上对战,3,叙事驱动的体育RPG，有收集育成要素和明确美术风格，但核心为足球比赛并非偏好类型，可尝试,https://www.gamer520.com/102008.html,
2026-06-18,PC/Switch,超英派遣中心,动作;冒险;休闲;独立;策略;叙事驱动;选择驱动,超级英雄职场喜剧游戏，管理问题英雄团队并策略派遣处理城市危机，选择影响故事走向,5,叙事驱动+选择导向的超级英雄职场喜剧，策略派遣涉及资源管理和风险权衡，办公室人际关系和角色剧情丰富，编剧来自Telltale品质保证，美术风格鲜明,https://www.gamer520.com/101137.html,
2026-06-18,PC,失落之魂,动作;冒险;角色扮演;类魂;剧情,以快节奏连招战斗为核心的动作冒险RPG，从异次元入侵者手中拯救妹妹,2,强调反应速度和操作连招的纯动作战斗，属于纯反应动作/操作挑战，且战斗风格类魂,https://www.gamer520.com/98611.html,
2026-06-18,Switch,漂泊牧歌 The Wandering Village,经营;策略;建造;生存;叙事;氛围;人文,在巨兽背上建设村落的后启示录生存经营游戏,5,经营建造+策略规划+探索，与巨兽共生的独特人文关系，氛围浓厚且富有生活气息,https://www.gamer520.com/96329.html,
2026-06-18,PC,全职猎人NEN×IMPACT,动作;格斗;对战;漫改,全职猎人IP的3v3团队格斗对战游戏，基于念能力系统展开连击对战,1,纯3v3格斗对战游戏，核心为反应操作与连击技巧，属于纯反应动作/操作挑战,https://www.gamer520.com/96113.html,
2026-06-18,Switch,飞速电梯REMIX,动作;射击;双摇杆;爬塔,乘坐电梯爬塔的双摇杆射击动作游戏,2,双摇杆射击游戏，强调快节奏反应和操作技巧,https://www.gamer520.com/85852.html,
2026-06-18,Switch,东方弹幕神乐 失落幻想,音游;弹幕;二次元;东方Project,融合音游与弹幕射击的东方Project音乐游戏,2,音游+弹幕射击需要精确反应操作，且为二次元IP作品,https://www.gamer520.com/81716.html,
2026-06-18,PC,猎人 荒野的召唤,模拟;狩猎;开放世界;第一人称,在广袤自然世界中沉浸式狩猎的模拟游戏，支持单人与多人合作,2,第一人称狩猎模拟器，FPS视角可能导致3D晕眩，核心玩法为纯模拟器性质的打猎探索，FPS属性是明确排除项,https://www.gamer520.com/47226.html,
2026-06-18,PC/Switch,潜水员戴夫,冒险;休闲;角色扮演;模拟;经营;探索,白天在蓝洞潜水捕鱼、晚上经营寿司店的海洋冒险游戏，伴随剧情探索海底谜团,5,白天探索+夜晚经营双循环，叙事驱动，生活气息浓厚，探索和任务明确，寿司店经营涉及资源管理和策略选择，美术风格清新明确，casual但不空洞,https://www.gamer520.com/44321.html,
2026-06-18,Switch,简单高尔夫,休闲;体育;高尔夫;生活气息,Clap Hanz开发的轻松休闲高尔夫游戏,4,休闲放松有生活气息，有巡回模式和成长要素，casual但不空洞,https://www.gamer520.com/41439.html,
2026-06-18,PC,横跨方尖碑,冒险;独立;角色扮演;策略;卡牌;Roguelite;合作,多人合作Roguelite卡牌构筑游戏，带领英雄队伍穿越方尖碑拯救王国,3,Roguelite卡牌构筑有策略深度和探索价值，合作模式和多英雄组合提供变数；但核心为回合制卡牌战斗系统，包含数值构建和一定刷刷刷成分,https://www.gamer520.com/40066.html,
2026-06-18,PC,缺氧,模拟;策略;殖民;经营;生存;管理,太空殖民模拟游戏，管理复制人在小行星上应对氧气、温度、资源等多重生存挑战,5,深度殖民模拟经营，复杂的气体/液体/温度/电力系统提供丰富的策略选择和经营计算，多星球探索，明确卡通美术风格，资源管理和规划极具深度,https://www.gamer520.com/25541.html,
2026-06-17,PC,我的修仙日志,休闲;独立;角色扮演;模拟,修仙主题挂机放置游戏，融合文字MUD美学与深度修仙模拟，包含心魔叙事突破系统,1,属于泛修仙/挂机/放置类游戏，虽然有心魔叙事选择但核心挂机玩法与喜好明确冲突,https://www.gamer520.com/115977.html,
2026-06-17,PC,放置模拟国,独立;模拟;策略,国家模拟类放置游戏，自动获取资源进行国家养成最终统一天下,1,纯放置模拟类游戏，资源自动生成无需操作，属于不喜欢的挂机/放置类型,https://www.gamer520.com/115974.html,
2026-06-17,PC,哇咔纳传说,动作;冒险;休闲;独立;角色扮演,童话风动作冒险游戏，扮演公主运用三大元素魔法探索大陆挑战关卡,2,核心为动作战斗与操作挑战（走位闪避技能输出），虽有家庭纽带等人文叙事但玩法不契合偏好,https://www.gamer520.com/115968.html,
2026-06-17,PC,黑纱掠袭,动作;Roguelite;多人;ARPG;loot,俯视角多人Roguelite ARPG，MOBA式角色+装备收集+撤离玩法，刷装备构建Build。,2,核心玩法为刷刷刷装备构建（明确不喜欢），纯战斗堆数值，虽然是俯视角非FPS且有策略Build深度，但刷子本质和动作战斗远大于其他要素。,https://www.gamer520.com/115934.html,
2026-06-17,PC,少女终端,休闲;桌面宠物;模拟;二次元,桌面宠物游戏，通过键盘鼠标交互积累声望抽取并自定义少女外观与武器。,1,二次元恋爱卖点是明确雷区，本质为桌面模拟器+声望刷刷刷，缺乏叙事深度和策略性。,https://www.gamer520.com/115546.html,
2026-06-17,PC,突袭者 RAIDBORN,动作;冒险;角色扮演,第一人称奇幻动作角色扮演游戏，探索地下城、战斗掠夺、打造装备。,1,第一人称FPS视角，明确标注晕3D完全不玩；纯战斗堆数值+刷刷刷，完全不符合喜好。,https://www.gamer520.com/114770.html,
2026-06-17,Switch,搭建赛道 Make Way,竞速;派对,多人派对赛车游戏，用古怪棋子搭建赛道并驾驶战斗冲向终点。,3,有创意搭建元素和新颖形式，派对氛围轻松；但本质是操作反应竞速，与喜好方向有偏差，可试。,https://www.gamer520.com/113618.html,
2026-06-17,PC,混音带 Mixtape,冒险;独立,三位好友在学生时代最后一晚的冒险之旅，伴着混音带重温青春记忆与经典旋律。,5,完美符合喜好——叙事驱动、有氛围、生活气息浓厚、人文和关系为核心、新颖的混音带叙事形式、明确的美术风格。,https://www.gamer520.com/113245.html,
2026-06-17,PC,亡命迪斯科 Dead as Disco,节奏;动作;格斗;独立;音乐,霓虹风格的节奏格斗游戏，所有攻击与音乐同步，扮演过气巨星重组乐队。,2,核心玩法是节奏反应动作格斗（纯反应操作），与口味基准中的纯反应操作直接冲突，虽有叙事但玩法不匹配。,https://www.gamer520.com/113045.html,
2026-06-17,PC,破晓,动作;女性主角;第三人称射击;角色扮演;僵尸,第三人称射击丧尸题材动作游戏，女主角使用量子手套在末世寻找挚友,1,第三人称射击+丧尸+动作战斗，战斗堆数值且3D可能引发晕眩，属于不喜欢的类型,https://www.gamer520.com/111582.html,
2026-06-17,PC,无尽猎杀,动作;Roguelike;弹幕;独立;生存,快节奏动作Roguelike，恶魔猎人对抗地狱生物，弹幕射击+武器构筑。,1,纯反应动作弹幕+Roguelike刷刷刷，无叙事无人文，完全不符合口味偏好。,https://www.gamer520.com/110436.html,
2026-06-17,PC,逐鹿汉末 三国,策略;历史;大战略;经营管理,以东汉末年为背景的深度历史策略游戏，通过外交、政策与军事手段逐鹿中原。,4,大战略经营管理与策略选择符合喜好，历史题材有氛围感和沉浸感，无FPS/动作/数值堆砌等雷点，但叙事驱动较弱且偏硬核策略。,https://www.gamer520.com/106239.html,
2026-06-17,PC,龟龟潜海记 Shelldiver,动作;冒险,增量游戏，扮演老龟捕捉水母在店铺出售并探索海洋生物群落,2,增量游戏本质接近放置类，重复捕捉水母刷刷刷，数值成长驱动，与喜好不符,https://www.gamer520.com/102559.html,
2026-06-17,Switch,EA SPORTS FC 26,体育,全新进化的足球体育游戏，包含终极团队、职业生涯等多种模式。,3,体育竞技游戏，不在喜好范围也不在反感列表，无明显叙事或生活气息，但可作为休闲换口味尝试。,https://www.gamer520.com/101397.html,
2026-06-17,PC,魔药小铺,休闲;独立;角色扮演;模拟;策略,继承魔药小铺，调制神奇药剂、种植草药、经营店铺，从笨拙学徒成长为炼金大师的休闲模拟游戏。,4,有生活气息和明确的魔法美术风格，经营计算和任务订单符合喜好，Casual但不空；但有纯模拟器成分，扣一档。,https://www.gamer520.com/100719.html,
2026-06-17,PC,种呱得呱,休闲;独立;策略,肉鸽卡牌构筑游戏，管理农场通过抽卡构建卡组获得金币应对挑战,2,肉鸽卡牌构筑属于不喜欢的卡牌战斗类型，虽有策略经营成分但核心玩法不符,https://www.gamer520.com/99541.html,
2026-06-17,PC,桌面战争 兵团乱斗,策略;即时战略;塔防;休闲,轻量化快节奏RTS+塔防混合玩法，5-10分钟一局，含战役剧情模式。,4,轻量化策略对战符合casual但不空和策略选择喜好，战役模式提供叙事内容，新颖的塔防+RTS融合形式，短平快无运营焦虑。,https://www.gamer520.com/91416.html,
2026-06-17,PC,雷霆孤影 VOIN,动作;第一人称;砍杀;黑暗奇幻,第一人称快节奏砍杀游戏，在黑暗奇幻世界中以元素之力劈开敌潮挑战头目。,1,第一人称视角（晕3D明确不玩），纯反应动作战斗，无叙事/经营/策略要素，完全不符合喜好。,https://www.gamer520.com/86124.html,
2026-06-17,PC,叛军指挥官 Rogue Command,动作;模拟;策略,RTS融合Roguelite构筑，指挥单位建造基地，每局不同兵器库的策略游戏。,4,策略选择和经营计算是核心，有新颖的RTS+Roguelite融合形式，非纯反应操作；但仍有战斗和操作成分，不达满分。,https://www.gamer520.com/85643.html,
2026-06-17,PC,我来自江湖,武侠;角色扮演;模拟经营;回合制;MUD,结合武侠、角色扮演与模拟经营的MUD文字风江湖门派经营游戏。,1,武侠题材（明确不喜欢），传统回合制战斗（明确不喜欢），虽然包含经营和探索要素但被核心雷点覆盖。,https://www.gamer520.com/81917.html,
